phase,layer,expert,load,matrix_ops,cycle_source,cycle_delta,run,source_file,line_number,cycles_per_token
prefill,1,0,10,1,rdtsc,195007240,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,593,19500724.0
prefill,1,1,8,1,rdtsc,155758652,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,594,19469831.5
prefill,1,2,11,1,rdtsc,214424223,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,595,19493111.181818184
prefill,1,3,1,1,rdtsc,20091503,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,596,20091503.0
prefill,1,4,22,1,rdtsc,428807155,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,597,19491234.318181816
prefill,1,5,10,1,rdtsc,195313501,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,598,19531350.1
prefill,1,6,5,1,rdtsc,98768011,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,599,19753602.2
prefill,1,7,2,1,rdtsc,39931411,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,600,19965705.5
prefill,1,8,10,1,rdtsc,195446831,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,601,19544683.1
prefill,1,9,6,1,rdtsc,117636059,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,602,19606009.833333332
prefill,1,10,3,1,rdtsc,59091495,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,603,19697165.0
prefill,1,11,6,1,rdtsc,117444934,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,604,19574155.666666668
prefill,1,12,4,1,rdtsc,78189732,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,605,19547433.0
prefill,1,13,5,1,rdtsc,97911213,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,606,19582242.6
prefill,1,14,3,1,rdtsc,58637980,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,607,19545993.333333332
prefill,1,15,6,1,rdtsc,119028232,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,608,19838038.666666668
prefill,2,0,3,1,rdtsc,58783605,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,609,19594535.0
prefill,2,1,12,1,rdtsc,234099067,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,610,19508255.583333332
prefill,2,2,4,1,rdtsc,78259245,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,611,19564811.25
prefill,2,3,2,1,rdtsc,39606700,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,612,19803350.0
prefill,2,4,4,1,rdtsc,78308326,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,613,19577081.5
prefill,2,5,9,1,rdtsc,175198677,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,614,19466519.666666668
prefill,2,6,17,1,rdtsc,331780938,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,615,19516525.76470588
prefill,2,7,6,1,rdtsc,117360387,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,616,19560064.5
prefill,2,8,3,1,rdtsc,58639181,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,617,19546393.666666668
prefill,2,9,3,1,rdtsc,58740004,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,618,19580001.333333332
prefill,2,10,1,1,rdtsc,20036106,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,619,20036106.0
prefill,2,11,6,1,rdtsc,117200537,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,620,19533422.833333332
prefill,2,12,10,1,rdtsc,196670409,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,621,19667040.9
prefill,2,13,11,1,rdtsc,214326814,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,622,19484255.818181816
prefill,2,14,14,1,rdtsc,272731215,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,623,19480801.07142857
prefill,2,15,7,1,rdtsc,137759615,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,624,19679945.0
prefill,3,0,4,1,rdtsc,78594142,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,625,19648535.5
prefill,3,1,8,1,rdtsc,155784217,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,626,19473027.125
prefill,3,2,5,1,rdtsc,98166332,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,627,19633266.4
prefill,3,3,7,1,rdtsc,136718526,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,628,19531218.0
prefill,3,4,5,1,rdtsc,97685067,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,629,19537013.4
prefill,3,5,13,1,rdtsc,253616028,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,630,19508925.230769232
prefill,3,6,21,1,rdtsc,408585953,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,631,19456473.95238095
prefill,3,7,15,1,rdtsc,292622216,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,632,19508147.733333334
prefill,3,8,7,1,rdtsc,137589967,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,633,19655709.57142857
prefill,3,9,4,1,rdtsc,78973848,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,634,19743462.0
prefill,3,10,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,635,
prefill,3,11,4,1,rdtsc,78268140,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,636,19567035.0
prefill,3,12,2,1,rdtsc,39688450,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,637,19844225.0
prefill,3,13,13,1,rdtsc,253532722,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,638,19502517.076923076
prefill,3,14,2,1,rdtsc,39419999,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,639,19709999.5
prefill,3,15,2,1,rdtsc,39642221,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,640,19821110.5
prefill,4,0,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,641,0.0
prefill,4,1,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,642,0.0
prefill,4,2,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,643,0.0
prefill,4,3,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,644,
prefill,4,4,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,645,0.0
prefill,4,5,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,646,0.0
prefill,4,6,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,647,0.0
prefill,4,7,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,648,0.0
prefill,4,8,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,649,0.0
prefill,4,9,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,650,0.0
prefill,4,10,13,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,651,0.0
prefill,4,11,22,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,652,0.0
prefill,4,12,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,653,
prefill,4,13,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,654,0.0
prefill,4,14,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,655,0.0
prefill,4,15,17,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,656,0.0
prefill,5,0,17,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,657,0.0
prefill,5,1,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,658,0.0
prefill,5,2,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,659,0.0
prefill,5,3,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,660,0.0
prefill,5,4,10,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,661,0.0
prefill,5,5,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,662,0.0
prefill,5,6,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,663,0.0
prefill,5,7,28,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,664,0.0
prefill,5,8,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,665,
prefill,5,9,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,666,0.0
prefill,5,10,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,667,0.0
prefill,5,11,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,668,0.0
prefill,5,12,14,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,669,0.0
prefill,5,13,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,670,0.0
prefill,5,14,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,671,0.0
prefill,5,15,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,672,0.0
prefill,6,0,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,673,0.0
prefill,6,1,25,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,674,0.0
prefill,6,2,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,675,
prefill,6,3,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,676,0.0
prefill,6,4,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,677,0.0
prefill,6,5,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,678,0.0
prefill,6,6,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,679,0.0
prefill,6,7,10,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,680,0.0
prefill,6,8,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,681,0.0
prefill,6,9,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,682,0.0
prefill,6,10,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,683,0.0
prefill,6,11,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,684,0.0
prefill,6,12,12,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,685,0.0
prefill,6,13,16,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,686,0.0
prefill,6,14,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,687,
prefill,6,15,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,688,0.0
prefill,7,0,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,689,0.0
prefill,7,1,30,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,690,0.0
prefill,7,2,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,691,0.0
prefill,7,3,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,692,0.0
prefill,7,4,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,693,0.0
prefill,7,5,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,694,0.0
prefill,7,6,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,695,0.0
prefill,7,7,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,696,0.0
prefill,7,8,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,697,0.0
prefill,7,9,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,698,0.0
prefill,7,10,15,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,699,0.0
prefill,7,11,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,700,0.0
prefill,7,12,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,701,0.0
prefill,7,13,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,702,0.0
prefill,7,14,17,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,703,0.0
prefill,7,15,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,704,0.0
prefill,8,0,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,705,0.0
prefill,8,1,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,706,0.0
prefill,8,2,12,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,707,0.0
prefill,8,3,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,708,0.0
prefill,8,4,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,709,
prefill,8,5,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,710,0.0
prefill,8,6,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,711,0.0
prefill,8,7,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,712,0.0
prefill,8,8,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,713,0.0
prefill,8,9,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,714,
prefill,8,10,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,715,0.0
prefill,8,11,9,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,716,0.0
prefill,8,12,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,717,0.0
prefill,8,13,20,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,718,0.0
prefill,8,14,17,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,719,0.0
prefill,8,15,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,720,0.0
prefill,9,0,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,721,0.0
prefill,9,1,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,722,0.0
prefill,9,2,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,723,0.0
prefill,9,3,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,724,
prefill,9,4,12,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,725,0.0
prefill,9,5,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,726,0.0
prefill,9,6,26,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,727,0.0
prefill,9,7,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,728,0.0
prefill,9,8,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,729,0.0
prefill,9,9,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,730,0.0
prefill,9,10,26,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,731,0.0
prefill,9,11,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,732,0.0
prefill,9,12,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,733,0.0
prefill,9,13,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,734,0.0
prefill,9,14,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,735,0.0
prefill,9,15,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,736,0.0
prefill,10,0,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,737,
prefill,10,1,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,738,0.0
prefill,10,2,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,739,0.0
prefill,10,3,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,740,0.0
prefill,10,4,14,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,741,0.0
prefill,10,5,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,742,
prefill,10,6,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,743,0.0
prefill,10,7,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,744,0.0
prefill,10,8,15,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,745,0.0
prefill,10,9,5,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,746,0.0
prefill,10,10,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,747,0.0
prefill,10,11,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,748,
prefill,10,12,40,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,749,0.0
prefill,10,13,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,750,0.0
prefill,10,14,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,751,
prefill,10,15,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,752,0.0
prefill,11,0,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,753,0.0
prefill,11,1,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,754,0.0
prefill,11,2,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,755,0.0
prefill,11,3,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,756,0.0
prefill,11,4,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,757,0.0
prefill,11,5,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,758,0.0
prefill,11,6,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,759,0.0
prefill,11,7,32,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,760,0.0
prefill,11,8,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,761,
prefill,11,9,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,762,
prefill,11,10,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,763,0.0
prefill,11,11,16,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,764,0.0
prefill,11,12,11,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,765,0.0
prefill,11,13,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,766,0.0
prefill,11,14,15,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,767,0.0
prefill,11,15,6,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,768,0.0
prefill,12,0,16,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,769,0.0
prefill,12,1,22,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,770,0.0
prefill,12,2,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,771,
prefill,12,3,4,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,772,0.0
prefill,12,4,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,773,0.0
prefill,12,5,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,774,0.0
prefill,12,6,0,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,775,
prefill,12,7,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,776,0.0
prefill,12,8,15,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,777,0.0
prefill,12,9,8,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,778,0.0
prefill,12,10,1,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,779,0.0
prefill,12,11,2,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,780,0.0
prefill,12,12,7,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,781,0.0
prefill,12,13,3,0,rdtsc,0,run_001:phi-mini-expert.log,/home/classified56/llama.cpp/phi-mini-expert.log,782,0.0
