phase,layer,expert,load,matrix_ops,cycle_source,cycle_delta,run,source_file,line_number,cycles_per_token
prefill,0,30,18,3,rdtsc,75533757,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2900,4196319.833333333
prefill,0,31,36,3,rdtsc,150592333,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2901,4183120.361111111
prefill,1,0,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2902,
prefill,1,1,42,3,rdtsc,176442527,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2903,4201012.547619048
prefill,1,2,5,3,rdtsc,21191331,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2904,4238266.2
prefill,1,3,27,3,rdtsc,113832854,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2905,4216031.62962963
prefill,1,4,10,3,rdtsc,42102510,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2906,4210251.0
prefill,1,5,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2907,
prefill,1,6,12,3,rdtsc,50384097,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2908,4198674.75
prefill,1,7,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2909,
prefill,1,8,57,3,rdtsc,241289389,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2910,4233147.175438597
prefill,1,9,1,3,rdtsc,4713309,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2911,4713309.0
prefill,1,10,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2912,
prefill,1,11,1,3,rdtsc,4680600,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2913,4680600.0
prefill,1,12,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2914,
prefill,1,13,57,3,rdtsc,241099775,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2915,4229820.614035088
prefill,1,14,26,3,rdtsc,109947351,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2916,4228744.269230769
prefill,1,15,1,3,rdtsc,4625660,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2917,4625660.0
prefill,1,16,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2918,
prefill,1,17,1,3,rdtsc,4703568,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2919,4703568.0
prefill,1,18,2,3,rdtsc,8737408,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2920,4368704.0
prefill,1,19,57,3,rdtsc,241049873,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2921,4228945.140350877
prefill,1,20,23,3,rdtsc,96928685,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2922,4214290.652173913
prefill,1,21,11,3,rdtsc,46690280,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2923,4244570.909090909
prefill,1,22,1,3,rdtsc,4905026,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2924,4905026.0
prefill,1,23,21,3,rdtsc,89077638,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2925,4241792.285714285
prefill,1,24,2,3,rdtsc,8619089,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2926,4309544.5
prefill,1,25,29,3,rdtsc,122559472,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2927,4226188.689655173
prefill,1,26,5,3,rdtsc,21134806,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2928,4226961.2
prefill,1,27,2,3,rdtsc,8633843,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2929,4316921.5
prefill,1,28,7,3,rdtsc,29948641,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2930,4278377.285714285
prefill,1,29,15,3,rdtsc,63066580,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2931,4204438.666666667
prefill,1,30,23,3,rdtsc,96889090,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2932,4212569.130434782
prefill,1,31,18,3,rdtsc,75401573,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2933,4188976.277777778
prefill,2,0,11,3,rdtsc,46776815,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2934,4252437.7272727275
prefill,2,1,37,3,rdtsc,154694616,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2935,4180935.5675675673
prefill,2,2,3,3,rdtsc,12680054,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2936,4226684.666666667
prefill,2,3,1,3,rdtsc,4638761,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2937,4638761.0
prefill,2,4,6,3,rdtsc,25079675,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2938,4179945.8333333335
prefill,2,5,47,3,rdtsc,195531366,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2939,4160241.829787234
prefill,2,6,3,3,rdtsc,12747314,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2940,4249104.666666667
prefill,2,7,1,3,rdtsc,4708914,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2941,4708914.0
prefill,2,8,10,3,rdtsc,42142911,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2942,4214291.1
prefill,2,9,6,3,rdtsc,25315038,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2943,4219173.0
prefill,2,10,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2944,
prefill,2,11,6,3,rdtsc,25331570,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2945,4221928.333333333
prefill,2,12,6,3,rdtsc,25216209,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2946,4202701.5
prefill,2,13,1,3,rdtsc,4622894,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2947,4622894.0
prefill,2,14,2,3,rdtsc,8654449,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2948,4327224.5
prefill,2,15,4,3,rdtsc,16970415,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2949,4242603.75
prefill,2,16,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2950,
prefill,2,17,10,3,rdtsc,42447050,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2951,4244705.0
prefill,2,18,33,3,rdtsc,139948370,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2952,4240859.696969697
prefill,2,19,1,3,rdtsc,4614125,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2953,4614125.0
prefill,2,20,9,3,rdtsc,37993570,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2954,4221507.777777778
prefill,2,21,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2955,
prefill,2,22,25,3,rdtsc,106136540,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2956,4245461.6
prefill,2,23,10,3,rdtsc,42381192,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2957,4238119.2
prefill,2,24,57,3,rdtsc,240033054,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2958,4211106.2105263155
prefill,2,25,4,3,rdtsc,17036653,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2959,4259163.25
prefill,2,26,57,3,rdtsc,238709004,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2960,4187877.263157895
prefill,2,27,14,3,rdtsc,58696152,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2961,4192582.285714286
prefill,2,28,44,3,rdtsc,185638356,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2962,4219053.545454546
prefill,2,29,3,3,rdtsc,13007783,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2963,4335927.666666667
prefill,2,30,26,3,rdtsc,111139012,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2964,4274577.384615385
prefill,2,31,19,3,rdtsc,80838837,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2965,4254675.631578947
prefill,3,0,20,3,rdtsc,83643470,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2966,4182173.5
prefill,3,1,24,3,rdtsc,99785395,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2967,4157724.7916666665
prefill,3,2,52,3,rdtsc,215847928,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2968,4150921.6923076925
prefill,3,3,6,3,rdtsc,25046639,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2969,4174439.8333333335
prefill,3,4,18,3,rdtsc,75095544,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2970,4171974.6666666665
prefill,3,5,4,3,rdtsc,16771502,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2971,4192875.5
prefill,3,6,6,3,rdtsc,25244367,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2972,4207394.5
prefill,3,7,7,3,rdtsc,29421565,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2973,4203080.714285715
prefill,3,8,4,3,rdtsc,16758253,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2974,4189563.25
prefill,3,9,5,3,rdtsc,21042572,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2975,4208514.4
prefill,3,10,13,3,rdtsc,54212665,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2976,4170205.0
prefill,3,11,2,3,rdtsc,8587146,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2977,4293573.0
prefill,3,12,11,3,rdtsc,45727330,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2978,4157030.0
prefill,3,13,27,3,rdtsc,112407854,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2979,4163253.8518518517
prefill,3,14,1,3,rdtsc,4612148,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2980,4612148.0
prefill,3,15,16,3,rdtsc,66521607,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2981,4157600.4375
prefill,3,16,44,3,rdtsc,182606297,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2982,4150143.1136363638
prefill,3,17,8,3,rdtsc,33272497,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2983,4159062.125
prefill,3,18,16,3,rdtsc,66541050,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2984,4158815.625
prefill,3,19,6,3,rdtsc,25074484,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2985,4179080.6666666665
prefill,3,20,14,3,rdtsc,58340113,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2986,4167150.9285714286
prefill,3,21,7,3,rdtsc,29242101,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2987,4177443.0
prefill,3,22,12,3,rdtsc,49791638,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2988,4149303.1666666665
prefill,3,23,13,3,rdtsc,54092643,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2989,4160972.5384615385
prefill,3,24,9,3,rdtsc,37562095,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2990,4173566.111111111
prefill,3,25,3,3,rdtsc,12874974,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2991,4291658.0
prefill,3,26,23,3,rdtsc,95589508,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2992,4156065.565217391
prefill,3,27,12,3,rdtsc,49916022,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2993,4159668.5
prefill,3,28,8,3,rdtsc,33510704,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2994,4188838.0
prefill,3,29,22,3,rdtsc,91407951,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2995,4154906.8636363638
prefill,3,30,31,3,rdtsc,129053996,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2996,4163032.129032258
prefill,3,31,12,3,rdtsc,49942159,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2997,4161846.5833333335
prefill,4,0,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2998,
prefill,4,1,18,3,rdtsc,75040950,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,2999,4168941.6666666665
prefill,4,2,9,3,rdtsc,37786702,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3000,4198522.444444444
prefill,4,3,22,3,rdtsc,91368297,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3001,4153104.409090909
prefill,4,4,9,3,rdtsc,37590794,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3002,4176754.888888889
prefill,4,5,16,3,rdtsc,67361521,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3003,4210095.0625
prefill,4,6,8,3,rdtsc,33378211,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3004,4172276.375
prefill,4,7,16,3,rdtsc,66574862,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3005,4160928.875
prefill,4,8,9,3,rdtsc,37533884,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3006,4170431.5555555555
prefill,4,9,17,3,rdtsc,70830653,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3007,4166509.0
prefill,4,10,13,3,rdtsc,54085461,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3008,4160420.076923077
prefill,4,11,31,3,rdtsc,128612993,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3009,4148806.2258064514
prefill,4,12,25,3,rdtsc,103858359,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3010,4154334.36
prefill,4,13,4,3,rdtsc,16746061,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3011,4186515.25
prefill,4,14,9,3,rdtsc,37680036,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3012,4186670.6666666665
prefill,4,15,15,3,rdtsc,62485511,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3013,4165700.7333333334
prefill,4,16,10,3,rdtsc,41590032,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3014,4159003.2
prefill,4,17,13,3,rdtsc,54105264,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3015,4161943.3846153845
prefill,4,18,10,3,rdtsc,41668007,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3016,4166800.7
prefill,4,19,12,3,rdtsc,49938267,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3017,4161522.25
prefill,4,20,13,3,rdtsc,54185055,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3018,4168081.153846154
prefill,4,21,21,3,rdtsc,87428396,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3019,4163256.9523809524
prefill,4,22,5,3,rdtsc,21032034,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3020,4206406.8
prefill,4,23,32,3,rdtsc,132662492,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3021,4145702.875
prefill,4,24,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3022,
prefill,4,25,4,3,rdtsc,16874733,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3023,4218683.25
prefill,4,26,16,3,rdtsc,66707393,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3024,4169212.0625
prefill,4,27,17,3,rdtsc,70936932,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3025,4172760.705882353
prefill,4,28,8,3,rdtsc,33305633,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3026,4163204.125
prefill,4,29,15,3,rdtsc,72678464,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3027,4845230.933333334
prefill,4,30,31,3,rdtsc,144992612,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3028,4677181.0322580645
prefill,4,31,28,3,rdtsc,122209684,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3029,4364631.571428572
prefill,5,0,11,3,rdtsc,45917941,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3030,4174358.272727273
prefill,5,1,0,0,rdtsc,0,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3031,
prefill,5,2,5,3,rdtsc,21034320,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3032,4206864.0
prefill,5,3,28,3,rdtsc,116252777,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3033,4151884.8928571427
prefill,5,4,11,3,rdtsc,45727565,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3034,4157051.3636363638
prefill,5,5,14,3,rdtsc,58296132,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3035,4164009.4285714286
prefill,5,6,10,3,rdtsc,41623763,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3036,4162376.3
prefill,5,7,20,3,rdtsc,83301132,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3037,4165056.6
prefill,5,8,43,3,rdtsc,178536119,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3038,4152002.7674418604
prefill,5,9,6,3,rdtsc,25035220,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3039,4172536.6666666665
prefill,5,10,12,3,rdtsc,49895583,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3040,4157965.25
prefill,5,11,8,3,rdtsc,33264504,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3041,4158063.0
prefill,5,12,4,3,rdtsc,16792914,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3042,4198228.5
prefill,5,13,19,3,rdtsc,79179467,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3043,4167340.3684210526
prefill,5,14,9,3,rdtsc,37570938,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3044,4174548.6666666665
prefill,5,15,5,3,rdtsc,21264974,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3045,4252994.8
prefill,5,16,21,3,rdtsc,87177700,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3046,4151319.0476190476
prefill,5,17,6,3,rdtsc,25358961,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3047,4226493.5
prefill,5,18,9,3,rdtsc,38298528,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3048,4255392.0
prefill,5,19,7,3,rdtsc,29491544,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3049,4213077.714285715
prefill,5,20,12,3,rdtsc,50077821,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3050,4173151.75
prefill,5,21,10,3,rdtsc,41818837,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3051,4181883.7
prefill,5,22,9,3,rdtsc,37577367,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3052,4175263.0
prefill,5,23,2,3,rdtsc,8539296,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3053,4269648.0
prefill,5,24,56,3,rdtsc,232929176,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3054,4159449.5714285714
prefill,5,25,18,3,rdtsc,74933756,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3055,4162986.4444444445
prefill,5,26,23,3,rdtsc,95446444,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3056,4149845.3913043477
prefill,5,27,15,3,rdtsc,62521609,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3057,4168107.2666666666
prefill,5,28,9,3,rdtsc,37697055,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3058,4188561.6666666665
prefill,5,29,7,3,rdtsc,29259689,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3059,4179955.5714285714
prefill,5,30,31,3,rdtsc,128515991,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3060,4145677.129032258
prefill,5,31,16,3,rdtsc,66423734,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3061,4151483.375
prefill,6,0,14,3,rdtsc,58470775,run_001:granite-1b-expert.log,/home/classified56/llama.cpp/granite-1b-expert.log,3062,4176483.9285714286
